server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
4089,DB610,Windows Server 2019,UAT,Database Server,Bangalore,Database Team,2026-07-25,4089,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4089,79,78,85,418,4089,2,3,12,10,Medium,2026-07-25,4089,Memory Utilization High,P4,Resolved,Database Team,53,2026-06-19,27,51,0,0,1,1,61
4090,AUTH593,Windows Server 2022,Development,Authentication Server,Pune,Security Team,2026-07-25,4090,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4090,46,45,43,531,4090,0,1,3,8,Low,2026-07-25,4090,CPU Utilization High,P4,In Progress,Security Team,30,2026-07-05,12,17,0,0,1,1,27
4091,FILE558,Windows Server 2019,Development,File Server,Bangalore,Windows Team,2026-07-25,4091,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4091,22,47,83,155,4091,0,1,7,7,Low,2026-07-25,4091,Patch Failure,P3,In Progress,Windows Team,23,2026-01-01,15,24,0,0,2,0,34
4092,DB611,Windows Server 2019,Development,Database Server,Pune,Database Team,2026-07-25,4092,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4092,68,93,66,99,4092,4,4,18,21,Critical,2026-07-25,4092,Qualys Agent Missing,P2,In Progress,Database Team,4,2025-12-23,47,85,0,1,3,0,105
4093,API578,Windows Server 2022,Development,API Server,Chennai,Infrastructure Team,2026-07-25,4093,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4093,75,46,43,253,4093,2,4,10,9,Medium,2026-07-25,4093,Application Not Responding,P2,Resolved,Infrastructure Team,7,2026-03-01,25,49,1,0,3,0,74
4094,MAIL585,RHEL 9,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,4094,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4094,47,44,52,669,4094,0,4,9,12,Medium,2026-07-25,4094,Disk Space Full,P3,Resolved,Messaging Team,21,2026-05-15,25,42,0,1,2,0,57
4095,FILE559,Ubuntu 22.04,UAT,File Server,Hyderabad,Windows Team,2026-07-25,4095,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4095,10,28,88,386,4095,0,3,3,5,Low,2026-07-25,4095,Qualys Agent Missing,P2,Closed,Windows Team,3,2025-10-11,11,20,0,1,3,0,40
4096,APP569,RHEL 8,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,4096,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4096,69,80,53,446,4096,1,5,3,6,High,2026-07-25,4096,Firewall Disabled,P3,Resolved,Infrastructure Team,21,2025-10-17,15,31,1,0,2,0,51
4097,MAIL586,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,4097,Running,Stopped,Running,Enabled,Updated,Non-Compliant,70,Warning,4097,42,55,40,375,4097,1,4,5,13,Low,2026-07-25,4097,Patch Failure,P3,Resolved,Messaging Team,9,2026-06-17,23,39,2,0,2,0,69
4098,FILE560,RHEL 9,Production,File Server,Bangalore,Windows Team,2026-07-25,4098,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4098,17,25,80,30,4098,1,2,8,13,Medium,2026-07-25,4098,CPU Utilization High,P2,In Progress,Windows Team,2,2026-07-09,24,39,1,0,3,0,64
4099,AUTH594,RHEL 8,Production,Authentication Server,Pune,Security Team,2026-07-25,4099,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4099,37,64,30,191,4099,0,1,8,5,Medium,2026-07-25,4099,CrowdStrike Offline,P4,Closed,Security Team,9,2026-05-23,14,24,0,0,1,0,29
4100,APP570,RHEL 9,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25,4100,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4100,50,67,40,454,4100,2,3,3,15,Low,2026-07-25,4100,Qualys Agent Missing,P4,Resolved,Infrastructure Team,53,2025-10-16,23,38,1,0,1,1,58
4101,FILE561,Ubuntu 22.04,Testing,File Server,Bangalore,Windows Team,2026-07-25,4101,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4101,30,44,78,608,4101,0,3,5,13,Low,2026-07-25,4101,Firewall Disabled,P2,In Progress,Windows Team,5,2026-07-23,21,32,0,1,3,0,52
4102,WEB602,Windows Server 2022,UAT,Web Server,Hyderabad,Linux Team,2026-07-25,4102,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4102,54,45,38,592,4102,2,6,9,12,High,2026-07-25,4102,Disk Space Full,P3,Closed,Linux Team,9,2025-09-17,29,56,0,0,2,0,66
4103,FILE562,RHEL 8,Testing,File Server,Pune,Windows Team,2026-07-25,4103,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4103,16,37,92,500,4103,1,0,6,7,Low,2026-07-25,4103,Patch Failure,P3,Resolved,Windows Team,21,2025-10-29,14,23,0,1,2,0,38
4104,API579,RHEL 8,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,4104,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4104,76,73,37,488,4104,1,1,4,7,Low,2026-07-25,4104,Splunk Agent Down,P3,Closed,Infrastructure Team,14,2025-09-03,13,22,0,0,2,0,32
4105,DB612,RHEL 9,UAT,Database Server,Mumbai,Database Team,2026-07-25,4105,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4105,60,76,95,375,4105,5,9,13,25,Critical,2026-07-25,4105,CPU Utilization High,P2,Open,Database Team,3,2026-05-07,52,98,0,1,3,0,118
4106,WEB603,Windows Server 2019,Production,Web Server,Chennai,Linux Team,2026-07-25,4106,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4106,41,48,42,546,4106,1,1,9,17,Medium,2026-07-25,4106,Memory Utilization High,P3,Closed,Linux Team,20,2026-05-31,28,42,1,0,2,0,62
4107,AUTH595,Ubuntu 22.04,Development,Authentication Server,Mumbai,Security Team,2026-07-25,4107,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4107,48,54,26,17,4107,0,2,4,6,Low,2026-07-25,4107,Memory Utilization High,P3,Closed,Security Team,20,2025-10-27,12,20,0,0,2,0,30
4108,MAIL587,RHEL 8,UAT,Mail Server,Chennai,Messaging Team,2026-07-25,4108,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4108,32,47,63,539,4108,1,1,2,11,Low,2026-07-25,4108,Qualys Agent Missing,P4,Resolved,Messaging Team,53,2025-10-07,15,22,0,0,1,1,32
4109,WEB604,Windows Server 2022,Development,Web Server,Bangalore,Linux Team,2026-07-25,4109,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4109,54,62,60,405,4109,0,4,13,8,Medium,2026-07-25,4109,Splunk Agent Down,P4,Closed,Linux Team,66,2026-01-23,25,46,1,0,1,1,66
4110,APP571,Windows Server 2019,Testing,Application Server,Pune,Infrastructure Team,2026-07-25,4110,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4110,69,52,45,647,4110,1,2,11,6,Medium,2026-07-25,4110,Memory Utilization High,P3,Closed,Infrastructure Team,23,2026-06-12,20,38,0,1,2,0,53
4111,AUTH596,RHEL 9,Production,Authentication Server,Pune,Security Team,2026-07-25,4111,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4111,48,66,37,283,4111,0,1,3,9,Low,2026-07-25,4111,Patch Failure,P4,Resolved,Security Team,36,2025-08-09,13,18,1,0,1,1,38
4112,MAIL588,Ubuntu 22.04,Production,Mail Server,Bangalore,Messaging Team,2026-07-25,4112,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4112,52,54,51,539,4112,2,2,2,12,Low,2026-07-25,4112,Memory Utilization High,P1,Open,Messaging Team,1,2026-06-01,18,30,0,0,4,0,50
4113,MAIL589,Windows Server 2022,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,4113,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4113,31,61,62,371,4113,2,1,10,9,Medium,2026-07-25,4113,CrowdStrike Offline,P2,Resolved,Messaging Team,4,2025-09-01,22,40,0,0,3,0,55
4114,WEB605,Ubuntu 22.04,Testing,Web Server,Bangalore,Linux Team,2026-07-25,4114,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4114,40,65,54,39,4114,0,4,15,8,Medium,2026-07-25,4114,Application Not Responding,P3,Resolved,Linux Team,18,2025-08-04,27,50,0,0,2,0,60
4115,APP572,RHEL 8,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25,4115,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4115,76,63,72,50,4115,1,3,7,13,Low,2026-07-25,4115,Disk Space Full,P4,Open,Infrastructure Team,45,2025-09-30,24,40,0,0,1,1,50
4116,WEB606,Windows Server 2022,UAT,Web Server,Mumbai,Linux Team,2026-07-25,4116,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4116,21,39,39,361,4116,1,3,9,8,Medium,2026-07-25,4116,Application Not Responding,P3,Closed,Linux Team,14,2026-04-29,21,39,0,0,2,0,49
4117,AUTH597,RHEL 9,Development,Authentication Server,Chennai,Security Team,2026-07-25,4117,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4117,49,57,55,488,4117,0,2,2,8,Low,2026-07-25,4117,CrowdStrike Offline,P3,Closed,Security Team,22,2025-08-03,12,18,0,0,2,0,28
4118,WEB607,Windows Server 2019,UAT,Web Server,Chennai,Linux Team,2026-07-25,4118,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4118,47,35,23,319,4118,3,2,14,13,Critical,2026-07-25,4118,Firewall Disabled,P4,Resolved,Linux Team,13,2026-02-20,32,59,0,0,1,0,64
4119,WEB608,Windows Server 2022,Development,Web Server,Hyderabad,Linux Team,2026-07-25,4119,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4119,47,70,54,276,4119,0,6,13,16,High,2026-07-25,4119,Application Not Responding,P4,Resolved,Linux Team,16,2025-12-06,35,60,1,0,1,0,75
4120,MAIL590,Ubuntu 22.04,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25,4120,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4120,33,66,50,83,4120,1,1,4,11,Low,2026-07-25,4120,Disk Space Full,P2,Open,Messaging Team,5,2026-01-04,17,26,0,0,3,0,41
4121,WEB609,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25,4121,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4121,45,69,35,303,4121,1,4,5,11,Low,2026-07-25,4121,Application Not Responding,P3,Resolved,Linux Team,14,2025-10-18,21,37,0,0,2,0,47
4122,DB613,Ubuntu 22.04,Testing,Database Server,Chennai,Database Team,2026-07-25,4122,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4122,62,72,79,692,4122,5,3,13,27,Critical,2026-07-25,4122,Firewall Disabled,P3,Resolved,Database Team,16,2026-04-29,48,82,1,1,2,0,107
4123,WEB610,Windows Server 2022,Development,Web Server,Chennai,Linux Team,2026-07-25,4123,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4123,40,38,56,701,4123,0,2,10,15,Medium,2026-07-25,4123,CPU Utilization High,P2,In Progress,Linux Team,8,2025-10-24,27,41,0,1,3,0,61
4124,DB614,Windows Server 2019,Testing,Database Server,Pune,Database Team,2026-07-25,4124,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4124,67,80,93,350,4124,4,5,17,11,Critical,2026-07-25,4124,Memory Utilization High,P3,In Progress,Database Team,6,2025-08-04,37,76,1,1,2,0,101
4125,APP573,RHEL 8,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25,4125,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4125,62,70,73,86,4125,2,4,5,11,Low,2026-07-25,4125,CPU Utilization High,P4,Resolved,Infrastructure Team,23,2025-07-28,22,41,0,0,1,0,46
4126,APP574,RHEL 8,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25,4126,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4126,40,67,68,107,4126,1,5,5,12,High,2026-07-25,4126,CPU Utilization High,P3,Resolved,Infrastructure Team,5,2025-09-05,23,41,0,0,2,0,51
4127,WEB611,Ubuntu 22.04,Development,Web Server,Pune,Linux Team,2026-07-25,4127,Stopped,Stopped,Running,Enabled,Updated,Compliant,60,Non-Compliant,4127,48,38,35,619,4127,2,6,10,7,High,2026-07-25,4127,Patch Failure,P4,In Progress,Linux Team,49,2026-02-05,25,53,2,1,1,1,88
4128,WEB612,RHEL 8,Testing,Web Server,Chennai,Linux Team,2026-07-25,4128,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4128,31,45,36,373,4128,3,6,9,5,Critical,2026-07-25,4128,Memory Utilization High,P4,Open,Linux Team,51,2025-10-13,23,53,0,0,1,1,63
4129,AUTH598,RHEL 8,Development,Authentication Server,Mumbai,Security Team,2026-07-25,4129,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4129,30,69,26,338,4129,1,1,4,10,Low,2026-07-25,4129,Firewall Disabled,P4,Resolved,Security Team,26,2025-08-30,16,25,0,0,1,1,35
4130,MAIL591,Windows Server 2019,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25,4130,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4130,53,47,37,67,4130,0,1,4,12,Low,2026-07-25,4130,Patch Failure,P3,Closed,Messaging Team,12,2026-06-11,17,23,0,0,2,0,33
4131,API580,RHEL 9,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,4131,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4131,52,42,31,440,4131,0,2,4,11,Low,2026-07-25,4131,Patch Failure,P3,Closed,Infrastructure Team,7,2026-03-08,17,25,0,0,2,0,35
4132,FILE563,RHEL 8,Development,File Server,Chennai,Windows Team,2026-07-25,4132,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4132,18,25,74,520,4132,1,0,3,6,Low,2026-07-25,4132,Splunk Agent Down,P3,Closed,Windows Team,23,2026-04-21,10,16,0,0,2,0,26
4133,FILE564,Windows Server 2019,UAT,File Server,Pune,Windows Team,2026-07-25,4133,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4133,29,33,91,671,4133,0,1,7,9,Low,2026-07-25,4133,Memory Utilization High,P3,Closed,Windows Team,17,2026-02-05,17,26,0,2,2,0,46
4134,MAIL592,RHEL 9,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,4134,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4134,36,63,51,647,4134,2,4,2,5,Low,2026-07-25,4134,Disk Space Full,P3,Closed,Messaging Team,8,2026-04-07,13,29,0,1,2,0,44
4135,WEB613,RHEL 9,Development,Web Server,Pune,Linux Team,2026-07-25,4135,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4135,34,36,22,629,4135,1,1,13,7,Medium,2026-07-25,4135,Qualys Agent Missing,P2,Resolved,Linux Team,5,2026-04-17,22,40,1,1,3,0,70
4136,API581,RHEL 8,Development,API Server,Chennai,Infrastructure Team,2026-07-25,4136,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4136,53,68,31,8,4136,2,3,5,5,Low,2026-07-25,4136,CrowdStrike Offline,P4,Open,Infrastructure Team,21,2026-06-23,15,32,0,0,1,0,37
4137,WEB614,Windows Server 2019,UAT,Web Server,Pune,Linux Team,2026-07-25,4137,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4137,33,52,47,682,4137,3,4,9,9,Critical,2026-07-25,4137,Server Down,P4,Resolved,Linux Team,66,2026-02-05,25,51,1,1,1,1,76
4138,DB615,Ubuntu 22.04,Testing,Database Server,Bangalore,Database Team,2026-07-25,4138,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4138,61,86,81,288,4138,5,9,15,17,Critical,2026-07-25,4138,CPU Utilization High,P3,Resolved,Database Team,21,2025-07-27,46,94,0,1,2,0,109
4139,APP575,RHEL 8,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25,4139,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4139,80,63,48,581,4139,2,3,4,8,Low,2026-07-25,4139,Server Down,P3,Closed,Infrastructure Team,22,2026-05-26,17,33,0,0,2,0,43
4140,DB616,RHEL 9,UAT,Database Server,Pune,Database Team,2026-07-25,4140,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4140,86,92,93,656,4140,2,7,19,24,High,2026-07-25,4140,Patch Failure,P3,Open,Database Team,23,2026-02-27,52,91,0,4,2,0,121
4141,APP576,RHEL 9,Production,Application Server,Chennai,Infrastructure Team,2026-07-25,4141,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,4141,73,67,74,297,4141,0,4,7,8,Low,2026-07-25,4141,CrowdStrike Offline,P2,Closed,Infrastructure Team,5,2026-05-06,19,34,1,0,3,0,59
4142,MAIL593,Windows Server 2022,Development,Mail Server,Bangalore,Messaging Team,2026-07-25,4142,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4142,34,56,32,139,4142,1,3,6,15,Low,2026-07-25,4142,Splunk Agent Down,P4,Resolved,Messaging Team,32,2026-07-12,25,40,1,0,1,1,60
4143,DB617,RHEL 8,Production,Database Server,Bangalore,Database Team,2026-07-25,4143,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4143,68,95,84,446,4143,1,4,18,27,Medium,2026-07-25,4143,Splunk Agent Down,P4,Resolved,Database Team,62,2025-10-27,50,79,0,1,1,1,94
4144,FILE565,RHEL 9,Testing,File Server,Bangalore,Windows Team,2026-07-25,4144,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4144,24,20,72,330,4144,0,3,6,5,Low,2026-07-25,4144,CrowdStrike Offline,P4,Closed,Windows Team,47,2026-02-24,14,26,0,0,1,1,36
4145,FILE566,RHEL 9,Testing,File Server,Chennai,Windows Team,2026-07-25,4145,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4145,27,42,83,421,4145,1,0,6,11,Low,2026-07-25,4145,Patch Failure,P4,In Progress,Windows Team,56,2025-08-18,18,27,0,0,1,1,37
4146,API582,Ubuntu 22.04,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25,4146,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,4146,71,48,39,435,4146,0,5,5,6,High,2026-07-25,4146,Patch Failure,P4,Resolved,Infrastructure Team,47,2026-04-25,16,31,1,0,1,1,51
4147,WEB615,Windows Server 2022,Development,Web Server,Mumbai,Linux Team,2026-07-25,4147,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4147,60,40,51,372,4147,1,5,12,12,High,2026-07-25,4147,Firewall Disabled,P4,Closed,Linux Team,53,2026-07-03,30,55,0,0,1,1,65
4148,AUTH599,RHEL 8,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,4148,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4148,56,62,53,307,4148,0,3,8,10,Medium,2026-07-25,4148,Splunk Agent Down,P4,Closed,Security Team,24,2025-11-06,21,35,0,0,1,0,40
4149,API583,RHEL 8,Development,API Server,Bangalore,Infrastructure Team,2026-07-25,4149,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4149,56,55,60,198,4149,0,2,9,15,Medium,2026-07-25,4149,Server Down,P3,Open,Infrastructure Team,6,2025-11-02,26,39,0,0,2,0,49
4150,FILE567,RHEL 8,Testing,File Server,Hyderabad,Windows Team,2026-07-25,4150,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4150,10,48,71,295,4150,0,0,2,9,Low,2026-07-25,4150,Server Down,P1,Open,Windows Team,4,2025-10-19,11,13,0,0,4,0,33
4151,API584,Windows Server 2022,Production,API Server,Pune,Infrastructure Team,2026-07-25,4151,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4151,59,58,42,357,4151,0,4,5,8,Low,2026-07-25,4151,CPU Utilization High,P4,Closed,Infrastructure Team,25,2026-07-21,17,30,0,0,1,1,40
4152,FILE568,RHEL 9,Testing,File Server,Mumbai,Windows Team,2026-07-25,4152,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4152,19,24,89,655,4152,1,2,4,10,Low,2026-07-25,4152,Qualys Agent Missing,P3,Resolved,Windows Team,12,2026-05-11,17,28,0,2,2,0,48
4153,APP577,Windows Server 2022,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,4153,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,4153,61,53,46,187,4153,2,5,9,18,High,2026-07-25,4153,Application Not Responding,P3,In Progress,Infrastructure Team,19,2025-11-26,34,59,1,0,2,0,79
4154,DB618,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25,4154,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,4154,86,79,94,354,4154,2,2,5,20,Low,2026-07-25,4154,Firewall Disabled,P3,Closed,Database Team,18,2026-02-16,29,44,1,2,2,0,74
4155,WEB616,RHEL 9,Development,Web Server,Chennai,Linux Team,2026-07-25,4155,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4155,51,59,20,474,4155,0,3,12,13,Medium,2026-07-25,4155,CPU Utilization High,P4,Closed,Linux Team,9,2025-09-22,28,46,0,0,1,0,51
4156,FILE569,Windows Server 2019,Development,File Server,Chennai,Windows Team,2026-07-25,4156,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4156,19,28,78,542,4156,1,1,3,10,Low,2026-07-25,4156,Application Not Responding,P2,Resolved,Windows Team,5,2026-05-17,15,23,0,0,3,0,38
4157,WEB617,Ubuntu 22.04,Testing,Web Server,Pune,Linux Team,2026-07-25,4157,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4157,51,51,41,22,4157,1,6,4,5,High,2026-07-25,4157,Application Not Responding,P3,Closed,Linux Team,16,2025-08-08,16,35,0,0,2,0,45
4158,MAIL594,Ubuntu 22.04,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,4158,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4158,30,46,44,435,4158,2,3,8,7,Medium,2026-07-25,4158,Firewall Disabled,P3,Resolved,Messaging Team,19,2025-09-18,20,40,0,0,2,0,50
4159,MAIL595,Windows Server 2019,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,4159,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4159,51,70,58,138,4159,1,4,9,7,Medium,2026-07-25,4159,Patch Failure,P3,Closed,Messaging Team,22,2026-04-15,21,41,0,0,2,0,51
4160,API585,Ubuntu 22.04,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,4160,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,4160,54,47,35,338,4160,1,3,9,7,Medium,2026-07-25,4160,CPU Utilization High,P3,Resolved,Infrastructure Team,5,2026-06-26,20,38,1,0,2,0,58
4161,APP578,Windows Server 2022,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25,4161,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4161,48,54,75,273,4161,1,4,8,13,Medium,2026-07-25,4161,CPU Utilization High,P3,In Progress,Infrastructure Team,7,2026-04-10,26,45,0,0,2,0,55
4162,API586,Windows Server 2022,UAT,API Server,Chennai,Infrastructure Team,2026-07-25,4162,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,4162,79,60,30,77,4162,2,5,8,11,High,2026-07-25,4162,Splunk Agent Down,P3,Resolved,Infrastructure Team,15,2026-05-23,26,50,0,0,2,0,60
